func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Comércio;44;996,49
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2150,34
FEMININO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1176
MASCULINO;50;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;38;1836,29
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;998
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Serviços;24;1112,89
FEMININO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1330,16
MASCULINO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;ATE 4;Serviços;44;1053,62
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Serviços;44;1800
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;1253,6
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1292,84
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Serviços;44;416,01
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;1871,8
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2578,34
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Indústria;44;1506,4
MASCULINO;33;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;2080
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1219,95
MASCULINO;40;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;2420,39
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;998
MASCULINO;51;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1502
MASCULINO;37;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;617,52
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1484,59
FEMININO;44;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;ATE 4;Comércio;44;2141,02
MASCULINO;23;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Indústria;44;1135,84
MASCULINO;31;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2378,02
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;44;1369,94
MASCULINO;23;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1582,59
MASCULINO;32;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;2071,42
MASCULINO;61;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;2340,14
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1041,48
FEMININO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1575,42
MASCULINO;43;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;36;2072,62
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;24;5358,32
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Construçao civil;44;1119,73
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;2952,99
MASCULINO;50;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1257,42
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1305,73
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;0;1568,06
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;912,66
MASCULINO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1130,23
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1962,23
MASCULINO;33;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;2357,49
MASCULINO;19;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1075,5
MASCULINO;64;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;40;19102,09
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1150,32
MASCULINO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1605,47
MASCULINO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1016,25
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2659,57
MASCULINO;20;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1200
FEMININO;23;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1765,85
MASCULINO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;ATE 4;Comércio;44;1037,6
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Comércio;42;4211,72
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;40;1728,7
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1137,58
MASCULINO;40;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2008,95
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1297,39
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;957,88
MASCULINO;57;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Indústria;44;1522,4
MASCULINO;20;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;44;1121,8
MASCULINO;50;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1676
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;44;1582,46
MASCULINO;42;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1357,45
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;2143,7
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1101,15
FEMININO;37;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1798,34
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1894,55
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 50 A 99;Serviços;44;5712,44
MASCULINO;37;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;434,82
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1297,39
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;4391,3
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;4915,62
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;979,94
FEMININO;32;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Indústria;44;1500
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;787,92
MASCULINO;35;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1437,2
MASCULINO;35;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Serviços;44;1483,87
FEMININO;41;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;2409,89
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1644,57
MASCULINO;48;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Construçao civil;44;2006,81
MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1988,26
FEMININO;26;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;3000
MASCULINO;45;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1100
FEMININO;45;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Indústria;0;15531,13
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1811,66
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1187,86
MASCULINO;56;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2288,3
MASCULINO;43;SEM INFO;MEDIO COMPLETO;MA;NAO;ATE 4;Construçao civil;44;1718,01
MASCULINO;31;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Construçao civil;44;1587,49
MASCULINO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 100 A 249;Agricultura;44;692,6
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Serviços;44;1681,76
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;32;1405,08
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1388,59
MASCULINO;42;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;4034,76
MASCULINO;34;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;DE 20 A 49;Comércio;44;927,02
MASCULINO;24;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1243,66
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;3027,94
MASCULINO;22;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1487,98
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1084,99
MASCULINO;24;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;ATE 4;Indústria;44;1079,04
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1810
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Comércio;44;1110
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Indústria;44;1002,36
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1630,75
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;2193,57
MASCULINO;31;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;6558,97
FEMININO;22;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 500 A 999;Serviços;39;2016,11
FEMININO;26;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1717,17
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1146,32
MASCULINO;53;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Indústria;0;3060,09
FEMININO;43;PRETA-PARDA;MEDIO COMPLETO;CE;SIM;DE 100 A 249;Comércio;44;1111,1
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1615,18
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1033,1
MASCULINO;24;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1072,9
MASCULINO;67;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;2662,23
MASCULINO;27;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 500 A 999;Indústria;44;2796,23
MASCULINO;21;SEM INFO;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 500 A 999;Comércio;44;1014,92
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;SIM;DE 250 A 499;Comércio;44;1120,42
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1130,1
MASCULINO;36;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1959,25
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;2251,07
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1625,66
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1117,98
MASCULINO;53;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1559,58
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;935,25
MASCULINO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;1047,4
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;1015,69
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;44;966,81
FEMININO;30;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;0;1019,33
MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;40;1811,73
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1518,85
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1233,21
MASCULINO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1083,34
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1078,91
FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Comércio;0;1172,21
MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;5246,88
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Serviços;44;2216,23
MASCULINO;54;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;3087,58
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;21;3173,24
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1085,41
FEMININO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Indústria;44;1099,98
MASCULINO;29;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1723,26
MASCULINO;19;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1125,53
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Indústria;6;507,89
MASCULINO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1686,82
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1037,41
MASCULINO;35;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Serviços;40;13267,37
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Indústria;44;1072,14
FEMININO;21;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Comércio;44;1221,02
MASCULINO;23;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;44;2346,21
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1246,59
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;6449,88
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Indústria;44;900,7
MASCULINO;25;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;44;1914,04
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;20;3131,69
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2296,61
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;2100
MASCULINO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;18;594,9
FEMININO;37;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;2146,17
FEMININO;34;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1002,06
MASCULINO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1294,58
MASCULINO;42;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Construçao civil;44;1453,72
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1945,86
MASCULINO;60;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Serviços;44;2965,87
FEMININO;46;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1116,62
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Comércio;44;1485,42
MASCULINO;52;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Comércio;40;9206,24
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;44;1552,69
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;869,51
FEMININO;18;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;10;1269,96
MASCULINO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;709,11
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;3644,51
MASCULINO;35;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;44;2836,32
MASCULINO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 250 A 499;Serviços;44;2023,72
MASCULINO;26;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;2559,57
MASCULINO;33;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;22;499
FEMININO;23;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1141,84
FEMININO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1006,89
FEMININO;42;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;6916,22
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;40;4000,03
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;1033,64
FEMININO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Agricultura;44;1109,15
MASCULINO;41;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Indústria;40;12339,97
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1337,67
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1629,12
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;2710,47
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1426,64
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1342,9
FEMININO;49;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;1747,2
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;3228,64
FEMININO;26;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1029
FEMININO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2289,88
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;43;3947,33
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Comércio;44;1765,83
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;997,99
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;36;2262,04
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;0;671,48
MASCULINO;30;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Indústria;44;3300
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1958,72
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Comércio;44;1110
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;39;1285,06
FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;3424,8
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;11422,47
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Serviços;44;1421,34
MASCULINO;48;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;DE 50 A 99;Comércio;44;1564,6
MASCULINO;57;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Indústria;41;9181,83
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;967,05
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;998
MASCULINO;30;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;2424,1
MASCULINO;36;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1888,37
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;36;4582,71
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;5300
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;42;1959,72
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1196,65
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Indústria;36;1445,29
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1709,45
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;998
FEMININO;46;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;40;2201,86
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1043,57
MASCULINO;60;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2734,11
MASCULINO;54;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;40;3233,94
MASCULINO;38;SEM INFO;ANALFABETO-FUND_INCOMPLETO;RN;NAO;ATE 4;Indústria;44;1552,9
MASCULINO;34;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Agricultura;44;1420,31
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Indústria;44;1708,81
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;0;1089,99
MASCULINO;46;SEM INFO;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 5 A 9;Construçao civil;44;1277,47
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1785,44
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1128,65
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 500 A 999;Serviços;30;3275,82
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;36;1321,09
